Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost / Manufacturer Price,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Route 98 - Minimart],Price [Route 98 - Minimart],In stock [Route 98 - Minimart],Low stock [Route 98 - Minimart],,IMAGE LINK
rexona-shower-clean,10308,REXONA SHOWER CLEAN 3ML,HOME ESSENTIALS,,N,,,,,,,7.92,4.80089E+12,,,Y,Y,10,12,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r98y-lv49ixomcz6c99
richee,10150,RICHEE,SNACKS,,N,,,,,,,0,4.80052E+12,,,Y,Y,10,5,,,https://images.deliveryhero.io/image/darsktores-ph/food/4800523220123.jpg?height=480
royal-190,10117,ROYAL 190,DRINKS,,N,,,,,,,0,4.80198E+12,,,Y,Y,15,21,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r990-lwk5mvojbkzo4e
royal-237,10124,ROYAL 237,DRINKS,,N,,,,,,,0,,,,Y,Y,18,48,,,https://down-ph.img.susercontent.com/file/sg-11134201-7ra2u-mbia3ngn1jl112
royale-antibac,10023,ROYALE ANTIBAC,Cleaning/Laundry Supplies,,N,,,,,,,0,8.99887E+12,,,Y,Y,8,17,,,https://down-ph.img.susercontent.com/file/ph-11134208-81ztf-mkawz7sfbuvc3f
safeguard-(extra-strong-cooling),10248,SAFEGUARD (EXTRA STRONG COOLING),HOME ESSENTIALS,,N,,,,,,,19.5,4.90243E+12,,,Y,Y,23,5,3,,https://deaskitchenandpinoydelicacies.com.au/cdn/shop/files/ACAF4A2B-3FFB-4651-9B00-3654899DC7FF_1024x1024@2x.jpg?v=1710445884
salt-1/4,10056,SALT 1/4,FOOD,,N,,,,,,,0,,,,Y,Y,9,114,,,https://mir-s3-cdn-cf.behance.net/project_modules/1400/300c0441330531.57a1be8bad4fc.jpg
salt-1kg,10057,SALT 1KG,FOOD,,N,,,,,,,0,,,,Y,Y,26,32,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r98y-lp6cuq80dp7te8
san-marino-chili-corned-tuna,10067,SAN MARINO CHILI CORNED TUNA,FOOD,,N,,,,,,,0,4.80025E+12,,,Y,Y,44,16,,,https://down-ph.img.susercontent.com/file/dbc35171fd71fb67227688763a50d9c5
san-marino-corned-tuna,10066,SAN MARINO CORNED TUNA,FOOD,,N,,,,,,,0,4.80025E+12,,,Y,Y,44,13,,,https://down-ph.img.susercontent.com/file/ph-11134207-7rash-m7lznsiets8p5f
san-marino-spanish-style-tuna,10126,SAN MARINO SPANISH STYLE TUNA,FOOD,,N,,,,,,,0,4.80025E+12,,,Y,Y,45,10,,,https://down-ph.img.susercontent.com/file/sg-11134275-822x5-mi43hhaw78qvc6
scissors,10305,SCISSORS,HOME ESSENTIALS,,N,,,,,,,24.5,4.85278E+12,,,Y,Y,30,12,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r98o-lqsixanghbgvd1
scour-power-sponge,10312,SCOUR POWER SPONGE,HOME ESSENTIALS,,N,,,,,,,20.5,6.97547E+12,,,Y,Y,25,12,,,https://down-ph.img.susercontent.com/file/cb5adb4584be3eb31774f9dbbf53c32c
senorita-dry-peas,10068,SENORITA DRY PEAS,FOOD,,N,,,,,,,0,4.80651E+12,,,Y,Y,28,18,,,https://pinoywarehouse.com.au/wp-content/uploads/2023/12/senorita-cooked-dry-peas-155g-1.jpg
señorita-sardines,10264,SEÑORITA SARDINES,FOOD,,N,,,,,,,23.45,4.80651E+12,,,Y,Y,26,6,,,https://ph-test-11.slatic.net/p/0e636c754bb00c0cdfdc3fcd0aadb98d.png
señorita-sardines-1,10265,SEÑORITA SARDINES,FOOD,,N,,,,,,,23.45,4.80651E+12,,,Y,Y,26,6,,,https://ph-test-11.slatic.net/p/0e636c754bb00c0cdfdc3fcd0aadb98d.png
silka-(whitening-herbal-soap),10247,SILKA (WHITENING HERBAL SOAP),HOME ESSENTIALS,,N,,,,,,,18.2,4.80651E+12,,,Y,Y,22,9,5,,https://st-b.medsgo.ph/images/detailed/40/SILKA_Whitening_Herbal_Soap_Green_Papaya_90g.png
silver-swan-soy-sauce-1l,10061,SILVER SWAN SOY SAUCE 1L,FOOD,,N,,,,,,,0,4.80034E+12,,,Y,Y,56,3,,,https://cf.shopee.ph/file/ea425e2df3b49121920a53bff0a9a61e
silver-swan-soy-sauce-200ml,10065,SILVER SWAN SOY SAUCE 200ML,FOOD,,N,,,,,,,0,4.80034E+12,,,Y,Y,13,55,,,https://down-ph.img.susercontent.com/file/sg-11134201-22110-fioejd8vyzjvd4
silver-swan-soy-sauce-25ml,10038,SILVER SWAN SOY SAUCE 25ML,FOOD,,N,,,,,,,0,4.80034E+12,,,Y,Y,3,248,,,https://thumbs.dreamstime.com/z/silver-swan-soy-sauce-supermarket-shelf-product-philippines-310322537.jpg
silver-swan-suka,10062,SILVER SWAN SUKA 1L,FOOD,,N,,,,,,,0,4.80034E+12,,,Y,Y,45,3,,,https://img.lazcdn.com/g/p/ba2af5f83cdd775a1a3c088881a2390d.jpg_720x720q80.jpg
silver-swan-suka-200ml,10064,SILVER SWAN SUKA 200ML,FOOD,,N,,,,,,,0,4.80034E+12,,,Y,Y,11,56,,,https://down-id.img.susercontent.com/file/id-11134207-7r98o-lmd25yu21mt086
silver-swan-suka-25ml,10037,SILVER SWAN SUKA 25ML,FOOD,,N,,,,,,,0,4.80034E+12,,,Y,Y,3,133,,,https://nutriasia.com/wp-content/uploads/2023/05/SS3-sukang-puti-768x550.png
sisters-dry-maxi-8,10032,SISTERS DRY MAXI 8,FEMININE CARE,<p>DRY MAXI GREEN</p>,N,,,,,,,0,4.80651E+12,,,Y,Y,28,28,,,https://st-b.medsgo.ph/images/thumbnails/430/430/detailed/31/ezgif-4-383a9298d8-removebg-preview[1].png.png
sisters-night-plus-w/-wings-8pcs,10033,SISTERS NIGHT PLUS W/ WINGS 8PCS,FEMININE CARE,<p>SISTERS BLUE</p>,N,,,,,,,0,4.80651E+12,,,Y,Y,40,21,,,https://medias.watsons.com.ph/publishing/Sisters_Image2_10040737-HiBXBnju-zoom.jpg?version=1764058861
sisters-pantyliners-8pcs,10075,SISTERS PANTYLINERS 8PCS,FEMININE CARE,,N,,,,,,,0,4.80651E+12,,,Y,Y,15,32,,,https://down-ph.img.susercontent.com/file/ph-11134207-7rasg-m7hoblggvs6j4a
sm-flavored-beer,10085,SM FLAVORED BEER APPLE,DRINKS,,N,,,,,,,41,4.80103E+12,,,Y,Y,53,18,,,https://boozeshop.ph/cdn/shop/files/san_mig_flavored_beer_apple_can_330ml_x24_case.png?v=1739341734&width=533
sm-pale-pilsen,10086,SM PALE PILSEN 320ML,DRINKS,,N,,,,,,,45,4.80103E+12,,,Y,Y,58,24,,,https://www.liquidz.com.hk/wp-content/uploads/2021/03/San-Miguel-Pale-Pilsen-Cans-24-320mL-1-510x510.jpg
sm-pale-pilsen-grande,10087,SM PALE PILSEN GRANDE,DRINKS,,N,,,,,,,115,4.80103E+12,,,Y,Y,130,5,,,https://img.lazcdn.com/g/p/0007f4cb0987f6a031b5b039cf992e4e.jpg_720x720q80.jpg
speed-bar-blue,10094,SPEED BAR BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4.80602E+12,,,Y,Y,25,34,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r98u-lu4ez0rkzngpdb
speed-bar-kalamansi,10097,SPEED BAR KALAMANSI,Cleaning/Laundry Supplies,,N,,,,,,,0,4.80602E+12,,,Y,Y,25,5,,,https://store.iloilosupermart.com/wp-content/uploads/2020/05/789754566.jpg
speed-bar-speckled-blue,10098,SPEED BAR SPECKLED BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4.80602E+12,,,Y,Y,26,54,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r98u-lu4ez0rkzngpdb
speed-bar-w/-fabcon,10096,SPEED BAR W/ FABCON,Cleaning/Laundry Supplies,,N,,,,,,,0,4.80602E+12,,,N,Y,27,,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r990-lto94jzfi7ao8a
sprcrnch-cheese,10159,SPRCRNCH CHEESE,SNACKS,,N,,,,,,,0,4.80037E+12,,,Y,Y,12,9,,,https://img.lazcdn.com/g/p/77bcd749d963d705f45e4cd9818e7d39.png_720x720q80.png
springmaid-toothbrush,10311,SPRINGMAID TOOTHBRUSH,HOME ESSENTIALS,,N,,,,,,,0,4.80601E+12,,,N,Y,15,,,,https://down-ph.img.susercontent.com/file/81413b3f31e03cedd9add863b4cf5d77
sprite-1.5l,10114,SPRITE 1.5L,DRINKS,,N,,,,,,,0,4.80198E+12,,,Y,Y,75,12,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r98v-lxqhyx2xk8yp63
sprite-237ml,10125,SPRITE 237ML,DRINKS,,N,,,,,,,0,,,,Y,Y,18,48,,,https://andinacocacolaar.vtexassets.com/arquivos/ids/156421/102030.jpg?v=639004471640970000
sting-290ml,10252,STING 290ML,DRINKS,,N,,,,,,,16.75,4.80393E+12,,,Y,Y,20,11,,,https://down-ph.img.susercontent.com/file/ph-11134207-820li-mmtqnhx58agw7c
sting-290ml-1,10253,STING 290ML,DRINKS,,N,,,,,,,16.75,4.80393E+11,,,Y,Y,23,12,,,https://down-ph.img.susercontent.com/file/ph-11134207-820li-mmtqnhx58agw7c
sting-strwbrry-320ml,10192,STING STRWBRRY 320ML,DRINKS,,N,,,,,,,0,4.80393E+12,,,N,Y,25,,,,https://img.lazcdn.com/g/p/4a97d41703bd8b25bd3e36d6af29c4dc.jpg_720x720q80.jpg
sukamod,10063,SUKAMOD,FOOD,,N,,,,,,,0,,,,Y,Y,40,6,,,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=462135720028762
sulit-bar-speckled-blue,10100,SULIT BAR SPECKLED BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4.80602E+12,,,Y,Y,24,2,,,https://images.deliveryhero.io/image/darsktores-ph/nonfood/4806020492032.jpg?height=480
summit-(1000ml),10257,SUMMIT (1000ML),DRINKS,,N,,,,,,,0,4.80001E+12,,,Y,Y,25,13,5,,https://down-ph.img.susercontent.com/file/sg-11134201-22090-5vttucqfgqhvb6
sunsilk-smth&mngbl-15ml,10271,SUNSILK SMTH&MNGBL 15ML,BATH ESSENTIALS,,N,,,,,,,6,4.80089E+12,,,Y,Y,9,24,,,https://store.iloilosupermart.com/wp-content/uploads/2020/05/269-300x300.png
supercrnch-beef,10162,SUPERCRNCH BEEF,SNACKS,,N,,,,,,,0,4.80037E+12,,,Y,Y,12,10,,,https://down-ph.img.susercontent.com/file/sg-11134201-22100-qn9qilo39yivb2_tn.webp
supercrnch-cheese,10186,SUPERCRNCH CHEESE,SNACKS,,N,,,,,,,0,4.80037E+12,,,Y,Y,12,5,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r98r-ltnxd1bqk2nk10
supercrnch-spcl,10163,SUPERCRNCH SPCL,SNACKS,,N,,,,,,,0,4.80037E+12,,,Y,Y,12,4,,,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi8X_1IYyozTCWQBTDhSq904YqYcUPQ9rYlX5BFXlzcIt4taxRNltSqPEEcbes_tQ_Vj3BtpRTQptBJibgR3tVkH9JH4FxgNZ8wJQSIjZz7pJkNWpI539xtR9RPC-RYL1vyMALpQFS5PckGW1wqqBvUWQRh5onlZPHMsYAhF53kvdwF1pmaP67GACJYzg/s2664/20221231_124134.jpg
surf-bar-blue,10102,SURF BAR BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4.80089E+12,,,Y,Y,25,1,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r98r-lsgqozavjjgkf5
surf-bar-tawas,10103,SURF BAR TAWAS,Cleaning/Laundry Supplies,,N,,,,,,,0,4.80089E+12,,,Y,Y,26,2,,,https://ph-test-11.slatic.net/p/dec355e22cf5c1161c5450f6d78dfe85.jpg
surf-powder-kalamansi,10105,SURF POWDER KALAMANSI,Cleaning/Laundry Supplies,,N,,,,,,,0,4.80089E+12,,,Y,Y,10,6,,,https://cf.shopee.ph/file/3d17e7ba3a49c7854761191e36636192
surf-ultra-power-liquid-(-rose-fresh),10245,SURF ULTRA POWER LIQUID ( ROSE FRESH),HOME ESSENTIALS,,N,,,,,,,7.5,4.80089E+12,,,Y,Y,10,12,5,,https://ph-test-11.slatic.net/p/1e1d2cf27c46360b3a72a0cb680f5ad1.jpg
surf(cherry-blossom),10244,SURF(CHERRY BLOSSOM),HOME ESSENTIALS,,N,,,,,,,6.7,4.80089E+12,,,Y,Y,10,6,5,,https://down-ph.img.susercontent.com/file/86c3ebe7338f6d02b508b45fa04340be
sweetchili-chps-bbq,10157,SWEETCHILI CHPS BBQ,SNACKS,,N,,,,,,,0,4.80037E+12,,,Y,Y,12,17,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r98p-lrsgqdu6t33paf
swtchli-crnchps-bbq-7g,10177,SWTCHLI CRNCHPS BBQ 7G,SNACKS,,N,,,,,,,0,4.80037E+12,,,Y,Y,12,23,,,http://shopsuki.ph/cdn/shop/products/4800365101031_1024x.jpg?v=1660879338
tagay-chiligarlic-7g,10178,TAGAY CHILIGARLIC 7G,SNACKS,,N,,,,,,,0,4.80037E+12,,,Y,Y,2,24,,,http://shopsuki.ph/cdn/shop/files/106941001_1024x.png?v=1715149004
tanduay-rhum-65p-375,10120,TANDUAY RHUM 65P 375,DRINKS,,N,,,,,,,0,4.80022E+12,,,Y,Y,65,14,,,https://media.pickaroo.com/media/thumb/variant_photos/2024/5/15/S9RRZrSzGKFZ6yzwmdAsYU_watermark_400.jpg
tanduay-rhum-65p-750,10122,TANDUAY RHUM 65P 750,DRINKS,,N,,,,,,,0,4.80022E+12,,,Y,Y,150,1,,,https://ultimaterumguide.com/wp-content/uploads/Tanduay-65-300x300.jpg
tattoos-crnchps-cheese,10161,TATTOOS CRNCHPS CHEESE,SNACKS,,N,,,,,,,0,4.80652E+12,,,Y,Y,15,19,,,https://down-ph.img.susercontent.com/file/sg-11134201-7qvex-lgw5maq73yn707
tattoos-crnchps-swtcrn,10160,TATTOOS CRNCHPS SWTCRN,SNACKS,,N,,,,,,,0,4.80652E+12,,,Y,Y,15,7,,,https://down-ph.img.susercontent.com/file/sg-11134201-23020-dfnvvlfr3snv3b
tawas-barelab-50g,10267,TAWAS BARELAB 50G,BATH ESSENTIALS,,N,,,,,,,10,74575138,,,Y,Y,15,12,,,https://down-ph.img.susercontent.com/file/ph-11134207-81zth-mgykvfqgubyg24
tide-bar-w/-downy,10099,TIDE BAR W/ DOWNY,Cleaning/Laundry Supplies,,N,,,,,,,0,4.90243E+12,,,Y,Y,17,32,,,https://down-ph.img.susercontent.com/file/sg-11134202-7repk-mdv8tuzpvzhea8
tide-powder-w/-downy,10106,TIDE POWDER W/ DOWNY,Cleaning/Laundry Supplies,,N,,,,,,,0,4.90243E+12,,,Y,Y,16,6,,,https://down-ph.img.susercontent.com/file/ph-11134202-7r98r-lre4ptisje1j58
toothpick,10046,TOOTHPICK,HOME ESSENTIALS,,N,,,,,,,0,6.93396E+12,,,N,Y,15,,,,https://down-ph.img.susercontent.com/file/ph-11134201-23030-brn6u2vc97nvde
ufc-coco-cream-400ml,10035,UFC COCO CREAM 400ML,FOOD,,N,,,,,,,0,4.80167E+12,,,Y,Y,74,4,,,https://img.lazcdn.com/g/p/d3ba9d5296676e8cbda91f7d41c160d7.jpg_720x720q80.jpg
unilove-baby-wipes,10250,UNILOVE BABY WIPES,BABY ESSENTIALS,,N,,,,,,,46.33,4.80653E+12,,,Y,Y,79.5,18,,,https://img.lazcdn.com/g/p/a2dcee39d818a5f89d1a6b9853df37d5.jpg_720x720q80.jpg_.webp
unilove-baby-wipes-1,10251,UNILOVE BABY WIPES,BABY ESSENTIALS,,N,,,,,,,46.33,4.80653E+12,,,Y,Y,79.5,18,,,https://img.lazcdn.com/g/p/a2dcee39d818a5f89d1a6b9853df37d5.jpg_720x720q80.jpg_.webp
unilove-squalane-wipes,10249,UNILOVE SQUALANE WIPES,HOME ESSENTIALS,,N,,,,,,,24.5,4.80653E+12,,,Y,Y,40,11,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r98s-lwib3880c4job8
vino-kulafu-350,10119,VINO KULAFU 350,DRINKS,,N,,,,,,,0,4.80013E+12,,,Y,Y,50,17,,,https://shopsuki.ph/cdn/shop/files/102060224_2_1600x.png?v=1687143205
vitamilk(doublechoco)-300ml,10240,VITAMILK(DOUBLECHOCO) 300ML,DRINKS,,N,,,,,,,29.5,8.85103E+12,,,Y,Y,35,1,3,,https://www.mayofilipinostore.com/cdn/shop/files/NETWT.907g-2025-10-11T130500.250.png?v=1760159113&width=990
whisper--floral,10077,WHISPER  FLORAL,FEMININE CARE,<p>PINK</p>,N,,,,,,,0,4.90243E+12,,,Y,Y,50,5,,,https://medsgo.ph/images/thumbnails/854/854/detailed/30/4902430293426[1].jpg
whisper-night-8pcs,10079,WHISPER NIGHT 8PCS,FEMININE CARE,,N,,,,,,,0,4.90243E+12,,,Y,Y,75,2,,,https://down-ph.img.susercontent.com/file/ph-11134207-7rasb-m9gujhik4bz2d0
white-sugar-1/4,10058,WHITE SUGAR 1/4,FOOD,,N,,,,,,,0,,,,Y,Y,24,19,,,https://down-ph.img.susercontent.com/file/ph-11134207-7ra0p-mc1uxdvt5evr9d
white-sugar-1kg,10059,WHITE SUGAR 1KG,FOOD,,N,,,,,,,0,,,,Y,Y,90,1,,,https://down-ph.img.susercontent.com/file/f977ad4d8870c1bcc7d5f18762a10a7c
wilkins-pure-1l,10108,WILKINS PURE 1L,DRINKS,,N,,,,,,,0,4.80198E+12,,,Y,Y,30,0,,,https://down-ph.img.susercontent.com/file/sg-11134275-824hi-mfqpaxo85pfya0
wilkins-pure-500,10001,WILKINS PURE 500,DRINKS,,N,,,,,,,0,4.80198E+12,,,Y,Y,15,7,,,https://down-ph.img.susercontent.com/file/ph-11134201-7r98q-lut0850l6ar7e5
wings-powder-57g,10104,WINGS POWDER BLUE 57G,Cleaning/Laundry Supplies,,N,,,,,,,0,8.99887E+12,,,Y,Y,8,50,,,https://img.lazcdn.com/g/ff/kf/Sabc2a32b26db41f68e20d8a4e5442da9s.jpg_720x720q80.jpg
yakult,10193,YAKULT,DRINKS,,N,,,,,,,0,54028367911,,,Y,Y,15,6,,,https://down-ph.img.susercontent.com/file/ph-11134208-7ra0t-mbdvcxtfjka9c6
youmei-ballpen,10301,YOUMEI BALLPEN,SCHOOL SUPPLIES,,N,,,,,,,7,6.93281E+12,,,Y,Y,10,12,,,https://down-ph.img.susercontent.com/file/sg-11134202-81zw2-min339ym9xjcaf
zonrox-lemon-250,10009,ZONROX LEMON 250,Cleaning/Laundry Supplies,<p>250ML</p>,N,,,,,,,0,4.80005E+12,,,Y,Y,27,24,,,https://down-ph.img.susercontent.com/file/ph-11134207-7ra0h-mdetetbj3u9nd7
zonrox-orig-100,10008,ZONROX ORIG 100,Cleaning/Laundry Supplies,<p>100ML</p>,N,,,,,,,0,4.80005E+12,,,Y,Y,12,36,5,,https://lzd-img-global.slatic.net/g/p/1e0c8b0a062a3dbc4f9395c457ff749b.jpg_720x720q80.jpg
zonrox-orig-1l,10010,ZONROX ORIG 1L,Cleaning/Laundry Supplies,<p>1L</p>,N,,,,,,,0,4.80005E+12,,,Y,Y,62,21,,,https://down-ph.img.susercontent.com/file/ddd5d9057fa326488746866f89ada208
zonrox-orig-250,10015,ZONROX ORIG 250,Cleaning/Laundry Supplies,<p>250ML</p>,N,,,,,,,0,4.80005E+12,,,Y,Y,26,21,0,,https://down-ph.img.susercontent.com/file/ph-11134208-7ra0h-mdqoyx263envda
zonrox-orig-500,10014,ZONROX ORIG 500,Cleaning/Laundry Supplies,<p>500ML</p>,N,,,,,,,0,4.80005E+12,,,Y,Y,35.5,9,,,https://down-ph.img.susercontent.com/file/sg-11134202-7rdyu-mcs5lh5g224cc8
zonroxcsafe225,10011,ZONROXCSAFE225,Cleaning/Laundry Supplies,<p>225ML</p>,N,,,,,,,0,4.80005E+12,,,Y,Y,38.5,15,,,https://down-ph.img.susercontent.com/file/01c66acfe531b0675661cf2f0b15ed82
zonroxcsafe95,10012,ZONROXCSAFE95,Cleaning/Laundry Supplies,<p>95ML</p>,N,,,,,,,0,4.80005E+12,,,Y,Y,15,21,5,,https://down-ph.img.susercontent.com/file/sg-11134202-824i0-me56xf47npjace
zonroxlemon500,10013,ZONROXLEMON500,Cleaning/Laundry Supplies,<p>500ML</p>,N,,,,,,,0,4.80005E+12,,,Y,Y,35.5,15,,,https://down-ph.img.susercontent.com/file/ph-11134207-7r98o-llovl92ufij3c6
